GEOID20,District
132419701012022,9
132419701012023,9
132419701012024,9
132419701012025,9
132419701012026,9
132419701012027,9
132419701012028,9
132419701012029,9
132419701012030,9
132419701012031,9
132419701012032,9
132419701012033,9
132419701012034,9
132419701012035,9
132419701012036,9
132419701012037,9
132419701012038,9
132419701012039,9
132419701012040,9
132419701012041,9
132419701012042,9
132419701012043,9
132419701012044,9
132419701012045,9
132419701012046,9
132419701012047,9
132419701012048,9
132419701012049,9
132419701012050,9
132419701012051,9
132419701012052,9
132419701012053,9
132419701012054,9
132419701012055,9
132419701012056,9
132419701012057,9
132419701012058,9
132419701021000,9
132419701021001,9
132419701021002,9
132419701021003,9
132419701021004,9
132419701021005,9
132419701021006,9
132419701021007,9
132419701021008,9
132419701021009,9
132419701021010,9
132419701021011,9
132419701021012,9
132419701021013,9
132419701021014,9
132419701021015,9
132419701021016,9
132419701021017,9
132419701021018,9
132419701021019,9
132419701021020,9
132419701021021,9
132419701021022,9
132419701021023,9
132419701021024,9
132419701021025,9
132419701021026,9
132419701021027,9
132419701021028,9
132419701021029,9
132419701021030,9
132419701021031,9
132419701021032,9
132419701021033,9
132419701021034,9
132419701021035,9
132419701021036,9
132419701021037,9
132419701021038,9
132419701021039,9
132419701021040,9
132419701021041,9
132419701021042,9
132419701021043,9
132419701021044,9
132419701021045,9
132419701021046,9
132419701021047,9
132419701021048,9
132419701021049,9
132419701021050,9
132419701021051,9
132419701021052,9
132419701022000,9
132419701022001,9
132419701022002,9
132419701022003,9
132419701022004,9
132419701022005,9
132419701022006,9
132419701022007,9
132419701022008,9
132419701022009,9
132419701022010,9
132419701022011,9
132419701022012,9
132419701022013,9
132419701022014,9
132419701022015,9
132419701022016,9
132419701022017,9
132419701022018,9
132419701022019,9
132419701022020,9
132419701022021,9
132419701022022,9
132419701022023,9
132419701022024,9
132419701022025,9
132419701022026,9
132419701022027,9
132419701022028,9
132419701022029,9
132419701022030,9
132419701022031,9
132419701022032,9
132419701022033,9
132419701022034,9
132419701022035,9
132419701022036,9
132419701022037,9
132419701022038,9
132419701022039,9
132419701022040,9
132419701022041,9
132419701022042,9
132419701022043,9
132419701022044,9
132419701022045,9
132419701022046,9
132419701022047,9
132419701022048,9
132419701022049,9
132419701022050,9
132419701022051,9
132419701022052,9
132419701022053,9
132419701022054,9
132419701022055,9
132419701022056,9
132419701022057,9
132419701022058,9
132419701022059,9
132419701022060,9
132419701022061,9
132419701022062,9
132419701031000,9
132419701031001,9
132419701031002,9
132419701031003,9
132419701031004,9
132419701031005,9
132419701031006,9
132419701031007,9
132419701031008,9
132419701031009,9
132419701031010,9
132419701031011,9
132419701031012,9
132419701031013,9
132419701031014,9
132419701031015,9
132419701031016,9
132419701031017,9
132419701031018,9
132419701031019,9
132419701031020,9
132419701031021,9
132419701031022,9
132419701031023,9
132419701031024,9
132419701031025,9
132419701031026,9
132419701031027,9
132419701031028,9
132419701031029,9
132419701031030,9
132419701031031,9
132419701031032,9
132419701031033,9
132419701031034,9
132419701031035,9
132419701031036,9
132419701031037,9
132419701031038,9
132419701031039,9
132419701031040,9
132419701031041,9
132419701031042,9
132419701031043,9
132419701032000,9
132419701032001,9
132419701032002,9
132419701032003,9
132419701032004,9
132419701032005,9
132419701032006,9
132419701032007,9
132419701032008,9
132419701032009,9
132419701032010,9
132419701032011,9
132419701032012,9
132419701032013,9
132419701032014,9
132419701032015,9
132419701032016,9
132419701032017,9
132419701032018,9
132419701032019,9
132419701032020,9
132419701032021,9
132419701032022,9
132419701032023,9
132419701032024,9
132419701032025,9
132419701032026,9
